id,numero_factura,cliente,total,fecha_id
612,FAC-B-000562,39,39817.31,2026-05-06
613,FAC-B-000563,81,16025.74,2026-05-11
614,FAC-A-000564,68,7172.09,2026-03-24
615,FAC-C-000565,65,20530.36,2026-04-02
616,FAC-B-000566,81,841.65,2026-03-17
617,FAC-C-000567,68,8106.01,2026-04-11
618,FAC-A-000568,32,5904.18,2026-05-19
619,FAC-A-000569,36,726.21,2026-04-19
620,FAC-A-000570,42,15314.86,2026-04-12
621,FAC-C-000571,81,25250.93,2026-05-03
622,FAC-C-000572,81,2868.85,2026-03-24
623,FAC-C-000573,57,8413.63,2026-05-25
624,FAC-A-000574,66,12976.39,2026-03-08
625,FAC-C-000575,81,62484.67,2026-04-16
626,FAC-A-000576,81,1499.01,2026-04-20
627,FAC-C-000577,77,142.05,2026-03-22
628,FAC-B-000578,81,745.26,2026-04-08
629,FAC-A-000579,67,12679.65,2026-03-10
630,FAC-B-000580,73,3136.22,2026-04-20
631,FAC-A-000581,63,2285.60,2026-05-07
632,FAC-A-000582,54,10088.84,2026-04-07
633,FAC-A-000583,73,715.80,2026-04-08
634,FAC-A-000584,58,1052.17,2026-03-22
635,FAC-A-000585,36,1155.37,2026-04-21
636,FAC-A-000586,55,2141.70,2026-05-02
637,FAC-B-000587,48,8075.26,2026-03-04
638,FAC-C-000588,81,60395.04,2026-04-26
639,FAC-C-000589,57,12679.65,2026-05-04
640,FAC-B-000590,49,8618.75,2026-04-04
641,FAC-C-000591,41,3310.50,2026-05-04
642,FAC-C-000592,39,9724.82,2026-05-02
643,FAC-C-000593,63,72.07,2026-03-05
644,FAC-C-000594,64,146.92,2026-04-28
645,FAC-C-000595,52,4751.75,2026-02-26
646,FAC-C-000596,46,22505.80,2026-02-26
647,FAC-C-000597,81,26144.67,2026-04-04
648,FAC-A-000598,68,7229.14,2026-05-20
649,FAC-C-000599,81,1180.78,2026-04-04
650,FAC-C-000600,49,2475.01,2026-03-21
651,FAC-C-000601,73,12704.70,2026-02-24
652,FAC-C-000602,39,3194.89,2026-04-27
653,FAC-B-000603,43,8747.01,2026-03-21
654,FAC-B-000604,57,14479.15,2026-04-20
655,FAC-C-000605,34,78574.43,2026-04-01
656,FAC-A-000606,81,6824.02,2026-03-23
657,FAC-C-000607,81,5428.29,2026-03-25
658,FAC-A-000608,31,5393.32,2026-05-19
659,FAC-B-000609,73,6647.60,2026-04-11
660,FAC-B-000610,65,24056.92,2026-03-16
661,FAC-C-000611,32,2810.93,2026-05-18
662,FAC-C-000612,48,381.22,2026-04-17
663,FAC-B-000613,35,3126.32,2026-03-28
664,FAC-A-000614,51,3206.94,2026-03-06
665,FAC-A-000615,48,8367.29,2026-03-22
666,FAC-A-000616,52,15625.07,2026-05-17
667,FAC-C-000617,35,34763.94,2026-02-27
668,FAC-A-000618,44,63490.49,2026-03-27
669,FAC-C-000619,65,6820.51,2026-04-07
670,FAC-A-000620,81,7937.06,2026-04-22
671,FAC-C-000621,41,18291.02,2026-05-20
672,FAC-B-000622,81,92.24,2026-04-15
673,FAC-A-000623,66,1329.52,2026-05-06
674,FAC-B-000624,37,1707.98,2026-04-10
675,FAC-B-000625,81,24213.98,2026-05-18
676,FAC-A-000626,62,18875.58,2026-05-23
677,FAC-B-000627,52,31038.81,2026-03-25
678,FAC-A-000628,74,479.74,2026-05-14
679,FAC-C-000629,49,26165.04,2026-02-27
680,FAC-C-000630,81,30620.15,2026-05-02
681,FAC-C-000631,66,11486.47,2026-05-20
682,FAC-C-000632,73,13587.97,2026-04-06
683,FAC-B-000633,63,2472.15,2026-04-30
684,FAC-B-000634,49,18061.12,2026-05-22
685,FAC-C-000635,70,336.21,2026-04-26
686,FAC-A-000636,66,11560.37,2026-03-03
687,FAC-C-000637,81,214.55,2026-03-03
688,FAC-C-000638,81,6000.32,2026-05-15
689,FAC-C-000639,80,4168.00,2026-05-13
690,FAC-B-000640,74,35247.48,2026-04-13
691,FAC-B-000641,58,25193.50,2026-03-28
692,FAC-A-000642,70,2198.27,2026-05-24
693,FAC-C-000643,67,13471.82,2026-03-19
694,FAC-C-000644,39,40620.94,2026-03-14
695,FAC-B-000645,31,2952.22,2026-05-05
696,FAC-B-000646,81,995.04,2026-05-17
697,FAC-B-000647,38,18930.12,2026-05-20
698,FAC-B-000648,81,110.80,2026-04-23
699,FAC-A-000649,81,3225.70,2026-05-06
700,FAC-A-000650,62,6185.69,2026-04-24
701,FAC-C-000651,76,68.81,2026-03-06
702,FAC-C-000652,81,683.47,2026-05-18
703,FAC-A-000653,81,381.22,2026-02-27
704,FAC-B-000654,77,5327.04,2026-04-15
705,FAC-B-000655,81,241.39,2026-03-23
706,FAC-B-000656,63,1040.76,2026-04-14
707,FAC-C-000657,34,370.05,2026-03-03
708,FAC-B-000658,75,3732.59,2026-03-29
709,FAC-C-000659,81,2729.99,2026-05-10
710,FAC-C-000660,81,2620.79,2026-04-11
711,FAC-C-000661,81,8455.28,2026-03-23
712,FAC-B-000662,57,7594.23,2026-04-05
713,FAC-B-000663,81,23498.32,2026-03-16
714,FAC-A-000664,75,6917.60,2026-05-19
715,FAC-C-000665,81,11749.16,2026-04-08
716,FAC-C-000666,61,4476.72,2026-03-24
717,FAC-B-000667,81,13093.24,2026-05-14
718,FAC-C-000668,50,21442.41,2026-04-13
719,FAC-B-000669,60,2121.79,2026-03-08
720,FAC-B-000670,81,1329.52,2026-03-28
721,FAC-B-000671,63,129.95,2026-03-23
722,FAC-A-000672,81,3106.67,2026-05-22
723,FAC-A-000673,66,10116.83,2026-03-09
724,FAC-B-000674,52,311.75,2026-03-21
725,FAC-C-000675,70,5606.90,2026-03-02
726,FAC-A-000676,74,12175.61,2026-05-01
727,FAC-B-000677,63,7078.32,2026-04-22
728,FAC-B-000678,50,18874.26,2026-04-17
729,FAC-C-000679,81,26254.35,2026-04-02
730,FAC-A-000680,41,3242.59,2026-04-09
731,FAC-A-000681,76,25662.77,2026-04-22
732,FAC-B-000682,72,7172.63,2026-04-06
733,FAC-B-000683,33,7926.97,2026-04-22
734,FAC-A-000684,63,6712.48,2026-03-26
735,FAC-B-000685,81,4904.04,2026-03-15
736,FAC-A-000686,56,6628.80,2026-02-25
737,FAC-C-000687,81,8685.80,2026-04-03
738,FAC-B-000688,56,5266.76,2026-05-10
739,FAC-B-000689,81,48526.36,2026-04-17
740,FAC-C-000690,81,69121.38,2026-03-13
741,FAC-A-000691,35,2238.36,2026-04-21
742,FAC-A-000692,81,3417.35,2026-05-23
743,FAC-C-000693,81,7609.00,2026-03-01
744,FAC-C-000694,68,20474.12,2026-02-26
745,FAC-A-000695,61,18846.56,2026-05-08
746,FAC-A-000696,68,4346.84,2026-05-10
747,FAC-A-000697,41,4468.09,2026-04-25
748,FAC-C-000698,81,6157.56,2026-05-09
749,FAC-C-000699,77,2416.58,2026-05-04
750,FAC-B-000700,66,8249.07,2026-04-20
751,FAC-C-000701,49,3946.62,2026-05-18
752,FAC-C-000702,58,413.48,2026-04-19
753,FAC-A-000703,60,2654.10,2026-04-15
754,FAC-B-000704,46,3411.69,2026-05-23
755,FAC-B-000705,47,6943.31,2026-04-07
756,FAC-C-000706,81,513.39,2026-02-27
757,FAC-C-000707,81,9203.11,2026-03-12
758,FAC-A-000708,81,3957.46,2026-03-08
759,FAC-A-000709,81,1004.31,2026-03-04
760,FAC-B-000710,54,19942.95,2026-03-09
761,FAC-C-000711,49,1379.84,2026-03-03
762,FAC-C-000712,80,24711.20,2026-05-05
763,FAC-C-000713,81,14905.38,2026-03-28
764,FAC-C-000714,43,3875.29,2026-04-20
765,FAC-C-000715,51,2915.37,2026-03-17
766,FAC-C-000716,53,6541.26,2026-04-08
767,FAC-C-000717,72,5661.48,2026-05-09
768,FAC-C-000718,80,479.74,2026-04-07
769,FAC-A-000719,36,123.35,2026-04-03
770,FAC-A-000720,81,26424.04,2026-05-14
771,FAC-A-000721,60,6888.16,2026-05-12
772,FAC-B-000722,48,1016.73,2026-04-29
773,FAC-A-000723,38,11032.40,2026-04-25
774,FAC-B-000724,42,6980.52,2026-03-11
775,FAC-B-000725,81,1740.71,2026-05-07
776,FAC-A-000726,41,24099.23,2026-04-20
777,FAC-A-000727,72,7007.59,2026-03-24
778,FAC-A-000728,81,107326.18,2026-04-05
779,FAC-B-000729,37,21834.51,2026-04-16
780,FAC-B-000730,81,8006.72,2026-05-21
781,FAC-C-000731,81,341.00,2026-04-26
782,FAC-B-000732,62,6884.68,2026-03-04
783,FAC-C-000733,79,1141.61,2026-03-04
784,FAC-A-000734,61,26477.86,2026-03-04
785,FAC-C-000735,81,1796.53,2026-05-02
786,FAC-A-000736,81,22184.35,2026-04-26
787,FAC-B-000737,81,2228.44,2026-03-13
788,FAC-B-000738,67,179.01,2026-03-12
789,FAC-B-000739,64,2245.09,2026-05-04
790,FAC-B-000740,81,6966.42,2026-05-09
791,FAC-B-000741,63,1172.47,2026-04-08
792,FAC-C-000742,71,2672.69,2026-03-23
793,FAC-A-000743,36,1315.68,2026-03-31
794,FAC-C-000744,81,3052.98,2026-03-21
795,FAC-A-000745,72,683.47,2026-04-29
796,FAC-A-000746,81,1983.92,2026-05-08
797,FAC-B-000747,81,932.51,2026-03-30
798,FAC-A-000748,80,2896.34,2026-04-11
799,FAC-B-000749,41,8368.69,2026-05-17
800,FAC-A-000750,76,1180.78,2026-02-26
801,FAC-B-000751,52,64007.18,2026-05-24
802,FAC-B-000752,70,1169.01,2026-05-01
803,FAC-A-000753,45,357.50,2026-04-30
804,FAC-C-000754,81,1477.64,2026-05-12
805,FAC-B-000755,74,2974.05,2026-04-28
806,FAC-A-000756,81,2326.84,2026-03-07
807,FAC-A-000757,81,1939.76,2026-04-06
808,FAC-B-000758,47,499.66,2026-04-21
809,FAC-C-000759,81,29216.54,2026-03-05
810,FAC-A-000760,47,691.93,2026-04-12
811,FAC-C-000761,81,8987.30,2026-03-30
812,FAC-C-000762,43,137.03,2026-04-29
813,FAC-B-000763,78,549.62,2026-02-25
814,FAC-A-000764,63,110.80,2026-02-27
815,FAC-C-000765,81,12099.72,2026-03-17
816,FAC-C-000766,73,837.77,2026-04-30
817,FAC-B-000767,42,26295.59,2026-05-21
818,FAC-B-000768,66,2034.37,2026-03-15
819,FAC-C-000769,66,1707.26,2026-02-26
820,FAC-A-000770,81,396.21,2026-05-18
821,FAC-A-000771,74,214.55,2026-03-10
822,FAC-B-000772,59,11819.89,2026-05-17
823,FAC-A-000773,71,52010.67,2026-03-03
824,FAC-A-000774,81,4771.23,2026-04-06
825,FAC-A-000775,32,14314.10,2026-04-30
826,FAC-B-000776,53,434.04,2026-05-24
827,FAC-B-000777,60,40965.00,2026-03-31
828,FAC-A-000778,64,3433.86,2026-03-12
829,FAC-B-000779,81,6783.95,2026-05-08
830,FAC-C-000780,32,2153.86,2026-04-25
831,FAC-C-000781,81,800.43,2026-04-11
832,FAC-C-000782,81,50197.79,2026-03-22
833,FAC-B-000783,81,12584.12,2026-04-16
834,FAC-C-000784,81,14500.87,2026-04-04
835,FAC-A-000785,81,6280.26,2026-05-10
836,FAC-C-000786,42,3667.30,2026-04-27
837,FAC-C-000787,54,12346.85,2026-03-25
838,FAC-B-000788,59,21779.35,2026-04-07
839,FAC-B-000789,34,3456.11,2026-05-16
840,FAC-A-000790,34,15954.03,2026-04-09
841,FAC-B-000791,40,92583.68,2026-04-09
842,FAC-C-000792,81,25302.40,2026-05-14
843,FAC-C-000793,38,1428.56,2026-05-19
844,FAC-B-000794,67,12480.01,2026-04-21
845,FAC-A-000795,50,2515.76,2026-04-24
846,FAC-C-000796,31,11749.16,2026-05-14
847,FAC-A-000797,81,1329.52,2026-03-02
848,FAC-C-000798,60,1919.97,2026-04-04
849,FAC-A-000799,78,9802.32,2026-03-24
850,FAC-A-000800,77,1865.86,2026-03-27
851,FAC-C-000801,40,3922.19,2026-03-22
852,FAC-C-000802,53,51283.08,2026-03-13
853,FAC-C-000803,81,6197.03,2026-04-18
854,FAC-C-000804,72,241.39,2026-04-05
855,FAC-A-000805,81,6188.82,2026-04-24
856,FAC-A-000806,81,1040.76,2026-05-03
857,FAC-A-000807,81,3953.23,2026-03-12
858,FAC-C-000808,45,26368.88,2026-03-16
859,FAC-A-000809,76,1490.52,2026-04-02
860,FAC-C-000810,81,337.14,2026-05-08
861,FAC-B-000811,68,5857.16,2026-03-27
862,FAC-C-000812,79,12790.47,2026-05-01
863,FAC-A-000813,79,50845.90,2026-04-02
864,FAC-A-000814,36,3006.15,2026-05-07
865,FAC-A-000815,81,2035.36,2026-04-06
866,FAC-A-000816,81,20310.47,2026-04-03
867,FAC-A-000817,43,12225.45,2026-03-24
868,FAC-A-000818,77,1084.95,2026-05-02
869,FAC-B-000819,81,4101.40,2026-04-21
870,FAC-A-000820,38,49681.44,2026-04-26
871,FAC-B-000821,40,34348.11,2026-03-31
872,FAC-B-000822,57,38935.46,2026-04-09
873,FAC-C-000823,63,185.30,2026-03-14
874,FAC-B-000824,81,9630.07,2026-04-24
875,FAC-C-000825,50,9366.32,2026-05-18
876,FAC-B-000826,79,10319.66,2026-05-21
877,FAC-A-000827,35,2596.49,2026-04-14
878,FAC-A-000828,63,11646.27,2026-05-10
879,FAC-B-000829,33,53407.58,2026-04-08
880,FAC-C-000830,62,995.04,2026-03-13
881,FAC-C-000831,60,13641.01,2026-05-05
882,FAC-C-000832,52,528.28,2026-04-19
883,FAC-C-000833,70,308.23,2026-03-22
884,FAC-C-000834,48,10087.38,2026-03-04
885,FAC-C-000835,33,5383.78,2026-05-03
886,FAC-B-000836,51,23645.24,2026-04-03
887,FAC-A-000837,39,730.85,2026-04-15
888,FAC-B-000838,81,63424.79,2026-04-17
889,FAC-B-000839,45,7136.94,2026-05-16
890,FAC-C-000840,31,8663.29,2026-03-16
891,FAC-C-000841,81,14131.75,2026-04-12
892,FAC-C-000842,40,16137.01,2026-05-05
893,FAC-B-000843,58,4711.64,2026-05-15
894,FAC-B-000844,81,7972.11,2026-04-12
895,FAC-A-000845,31,13082.94,2026-03-14
896,FAC-A-000846,81,2794.66,2026-04-25
897,FAC-A-000847,48,5070.81,2026-05-02
898,FAC-C-000848,33,17137.53,2026-05-09
899,FAC-C-000849,79,7371.81,2026-03-22
900,FAC-A-000850,72,643.33,2026-03-25
901,FAC-A-000851,58,4280.47,2026-04-26
902,FAC-C-000852,79,3709.40,2026-04-27
903,FAC-B-000853,35,4578.05,2026-02-28
904,FAC-C-000854,47,6215.66,2026-05-25
905,FAC-B-000855,35,2164.55,2026-03-10
906,FAC-C-000856,81,6884.53,2026-03-22
907,FAC-A-000857,81,16480.84,2026-03-23
908,FAC-B-000858,81,6541.26,2026-03-28
909,FAC-C-000859,81,10263.81,2026-03-20
910,FAC-C-000860,81,2262.69,2026-03-14
911,FAC-A-000861,67,13909.65,2026-04-10
912,FAC-A-000862,33,8019.89,2026-03-13
913,FAC-A-000863,81,9787.82,2026-04-29
914,FAC-A-000864,79,11926.25,2026-05-20
915,FAC-B-000865,60,2696.81,2026-03-30
916,FAC-C-000866,51,10989.46,2026-03-24
917,FAC-A-000867,49,15439.74,2026-03-30
918,FAC-B-000868,46,6391.97,2026-04-02
919,FAC-C-000869,81,362.79,2026-04-21
920,FAC-B-000870,81,24520.20,2026-02-28
921,FAC-B-000871,81,12704.70,2026-04-17
922,FAC-A-000872,45,1373.35,2026-04-14
923,FAC-C-000873,67,9560.51,2026-04-10
924,FAC-B-000874,76,1033.10,2026-03-31
925,FAC-B-000875,81,1879.91,2026-04-23
926,FAC-B-000876,81,10493.10,2026-05-20
927,FAC-B-000877,39,130.53,2026-05-15
928,FAC-A-000878,81,62.43,2026-03-23
929,FAC-C-000879,65,9347.16,2026-05-07
930,FAC-B-000880,73,4968.85,2026-05-09
931,FAC-B-000881,81,437.18,2026-03-18
932,FAC-C-000882,71,730.85,2026-04-18
933,FAC-C-000883,81,5351.79,2026-05-14
934,FAC-A-000884,49,3545.67,2026-05-05
935,FAC-C-000885,81,10678.49,2026-05-02
936,FAC-A-000886,58,23969.97,2026-02-25
937,FAC-A-000887,81,983.86,2026-05-06
938,FAC-A-000888,50,4396.48,2026-05-21
939,FAC-A-000889,81,132.07,2026-03-22
940,FAC-B-000890,52,5038.19,2026-04-17
941,FAC-B-000891,41,308.23,2026-05-14
942,FAC-A-000892,61,5198.93,2026-04-11
943,FAC-C-000893,76,4732.92,2026-03-29
944,FAC-B-000894,81,15245.06,2026-05-21
945,FAC-B-000895,77,11517.74,2026-02-26
946,FAC-A-000896,58,274.06,2026-05-07
947,FAC-B-000897,81,24428.81,2026-04-04
948,FAC-A-000898,68,4731.46,2026-04-14
949,FAC-B-000899,81,8390.18,2026-04-12
950,FAC-C-000900,81,9488.35,2026-04-13
951,FAC-C-000901,81,1576.38,2026-04-03
952,FAC-A-000902,81,900.69,2026-03-13
953,FAC-A-000903,81,8562.72,2026-04-23
954,FAC-C-000904,39,3438.39,2026-05-11
955,FAC-B-000905,61,4901.16,2026-03-18
956,FAC-A-000906,64,1013.62,2026-04-22
957,FAC-C-000907,65,8260.17,2026-04-18
958,FAC-B-000908,81,3242.59,2026-04-05
959,FAC-C-000909,81,26147.36,2026-05-22
960,FAC-C-000910,81,12128.89,2026-04-16
961,FAC-C-000911,52,22998.22,2026-04-07
962,FAC-C-000912,44,1082.07,2026-03-31
963,FAC-B-000913,42,5432.92,2026-02-27
964,FAC-C-000914,40,4915.11,2026-03-13
965,FAC-B-000915,54,12823.03,2026-04-23
966,FAC-C-000916,81,184.48,2026-04-23
967,FAC-C-000917,79,161.84,2026-04-06
968,FAC-C-000918,81,1856.77,2026-04-27
969,FAC-A-000919,66,594.75,2026-05-25
970,FAC-B-000920,72,12157.37,2026-03-29
971,FAC-A-000921,68,12411.46,2026-05-03
972,FAC-B-000922,32,11504.22,2026-03-22
973,FAC-A-000923,43,29291.23,2026-04-20
974,FAC-C-000924,60,22256.31,2026-05-25
975,FAC-B-000925,52,61692.09,2026-03-13
976,FAC-A-000926,58,820.12,2026-05-04
977,FAC-A-000927,48,1033.10,2026-03-15
978,FAC-B-000928,39,142.05,2026-04-22
979,FAC-A-000929,74,1606.07,2026-03-19
980,FAC-B-000930,59,6132.39,2026-05-11
981,FAC-A-000931,81,3254.37,2026-04-21
982,FAC-C-000932,43,485.76,2026-05-25
983,FAC-A-000933,76,1012.76,2026-05-23
984,FAC-A-000934,81,40620.94,2026-02-28
985,FAC-B-000935,35,26002.46,2026-04-17
986,FAC-A-000936,69,30643.48,2026-04-08
987,FAC-B-000937,38,1840.09,2026-02-25
988,FAC-B-000938,34,1273.73,2026-03-07
989,FAC-B-000939,67,29785.19,2026-04-10
990,FAC-B-000940,81,7948.70,2026-04-18
991,FAC-C-000941,81,2200.13,2026-05-02
992,FAC-A-000942,41,3395.51,2026-02-26
993,FAC-C-000943,74,17145.00,2026-05-18
994,FAC-A-000944,75,17259.76,2026-02-26
995,FAC-A-000945,70,237.22,2026-04-04
996,FAC-A-000946,72,13554.00,2026-05-17
997,FAC-C-000947,40,470.52,2026-05-16
998,FAC-B-000948,71,3334.71,2026-04-07
999,FAC-B-000949,81,1170.50,2026-03-03
1000,FAC-B-000950,81,4904.04,2026-04-14
1001,FAC-C-000951,37,11985.93,2026-05-23
1002,FAC-B-000952,50,1708.05,2026-03-21
1003,FAC-C-000953,81,25751.65,2026-02-27
1004,FAC-C-000954,32,995.04,2026-03-26
1005,FAC-B-000955,78,2756.49,2026-04-03
1006,FAC-A-000956,81,16328.21,2026-03-13
1007,FAC-A-000957,61,1284.52,2026-04-16
1008,FAC-B-000958,81,1475.89,2026-05-10
1009,FAC-B-000959,38,10754.36,2026-02-24
1010,FAC-C-000960,39,2653.08,2026-03-02
1011,FAC-B-000961,38,7952.61,2026-05-17
1012,FAC-B-000962,76,3171.16,2026-05-06
1013,FAC-C-000963,43,78553.29,2026-05-20
1014,FAC-C-000964,31,971.52,2026-02-28
1015,FAC-A-000965,81,72170.76,2026-05-16
1016,FAC-C-000966,42,14712.12,2026-04-02
1017,FAC-B-000967,73,6795.51,2026-05-03
1018,FAC-B-000968,38,806.14,2026-03-26
1019,FAC-C-000969,81,44580.62,2026-02-28
1020,FAC-B-000970,35,1033.10,2026-03-19
1021,FAC-C-000971,33,683.47,2026-03-24
1022,FAC-B-000972,77,7214.70,2026-03-03
1023,FAC-A-000973,65,2520.65,2026-03-25
1024,FAC-B-000974,44,1938.34,2026-05-06
1025,FAC-C-000975,81,129.95,2026-04-20
1026,FAC-B-000976,81,1180.78,2026-04-10
1027,FAC-B-000977,36,199.84,2026-03-16
1028,FAC-B-000978,79,6430.32,2026-04-03
1029,FAC-B-000979,81,745.26,2026-03-23
1030,FAC-B-000980,63,12572.50,2026-03-04
1031,FAC-B-000981,46,901.60,2026-05-03
1032,FAC-B-000982,77,3392.11,2026-04-24
1033,FAC-B-000983,79,16550.26,2026-04-06
1034,FAC-C-000984,50,511.89,2026-02-26
1035,FAC-C-000985,43,14064.70,2026-03-11
1036,FAC-C-000986,49,5129.11,2026-03-16
1037,FAC-C-000987,53,15246.24,2026-04-01
1038,FAC-B-000988,55,2010.41,2026-03-09
1039,FAC-B-000989,67,5945.04,2026-04-10
1040,FAC-A-000990,74,24151.55,2026-02-24
1041,FAC-B-000991,81,391.59,2026-05-05
1042,FAC-A-000992,81,5648.71,2026-05-11
1043,FAC-B-000993,81,221.60,2026-04-29
1044,FAC-A-000994,81,972.77,2026-05-15
1045,FAC-A-000995,34,3839.93,2026-05-14
1046,FAC-C-000996,32,3447.34,2026-03-12
1047,FAC-A-000997,81,9458.56,2026-03-11
1048,FAC-A-000998,73,1338.97,2026-04-20
1049,FAC-A-000999,32,308.23,2026-03-03
1050,FAC-B-001000,57,1361.99,2026-04-06
